Code,Name,Tags,Type,PostingPriority,PreloadDxBoxes3to20
E88.42,MERRF syndrome - E88.42,,CLN,600,NULL
D70.8,OTHER neutropenia - D70.8,,BX3,100,NULL
I67.7,Ccerebral arteritis - I67.7,,BX3,100,NULL
Q98.4,Klinefelter Syndrome - Q98.4,,CLN,600,NULL
R07.0,Odynophasia - R07.0,,BX3,100,NULL
F10.239,ALCOHOL DEPENDENCE WITH WITHDRAWAL - F10.239,,BX3,100,NULL
M48.02,SPINAL STENOSIS OR DISC NARROWING OF CERVICAL REGION - M48.02,,CLN,825,NULL
Q98.5,karyotype 47 - Q98.5,,BX3,100,NULL
K26.9,Duodenal ulcer - K26.9,,BX3,100,NULL
J44.0,CHRONIC OBSTRUCTIVE PULMON DISEASE W ACUTE LOWER RESP INFCT - J44.0,,CLN,706,NULL
T17.920A,choking initial encounter - T17.920A,,BX3,899,NULL
A43.0,PULMONARY NARCADIOSIS - A43.0,,BX3,100,NULL
R41.89,Other symptoms and signs involving cognitive functions and awareness - R41.89,,BX3,100,NULL
G92.8,TOXIC ENCEPHALOPATHY - G92.8,,CLN,600,NULL
S12.000A,Fx of 1st cervical vertebra - S12.000A,,BX3,100,NULL
C14.0,malignant neoplasm of pharynx - C14.0,,CLN,600,NULL
W19.XXD,UNSPECIFIED Fall - W19.XXD,,BX3,100,NULL
R05.8,OTHER SPECIFIED cough - R05.8,,BX3,100,NULL
Z48.813,suRGERY ON THE RESPIRATORY SYSTEM - Z48.813,,BX3,100,NULL
Z99.81,DEPENDENCE ON SUPPLEMENTAL OXYGEN - Z99.81,,CLN,838,NULL
I49.9,CARDIAC ARRHYTHMIA - I49.9,,BX3,100,NULL
F10.27,ALCOHOL DEPENDENCE WITH ALCOHOL-INDUCED PERSISTING DEMENTIA - F10.27,,CLN,600,NULL
C18.9,malignant neoplasm of colon - C18.9,,BX3,100,NULL
K59.81,OLGILVIE SYNDROME - K59.81,,CLN,600,NULL
J18.9,"PNEUMONIA, UNSPECIFIED ORGANISM - J18.9",,CLN,850,NULL
I50.20,UNSPECIFIED SYSTOLIC (CONGESTIVE) HEART FAILURE - I50.20,,CLN,823,NULL
K20.0,Eosinophilic esophagitis - K20.0,,BX3,100,NULL
K14.8,OTHER DISEASES OF TONGUE - K14.8,,RAD,560,NULL
J36.6,STENOSIS OF LARYNX - J36.6,,CLN,600,NULL
R41.844,FRONTAL LOBE AND EXECUTIVE FUNCTION DEFICIT - R41.844,,CLN,600,NULL
S12.090D,DISplaced fracture of first cervical vertebra - S12.090D,,BX3,100,NULL
F03.918,"unspecified dementia, unspecified severity, with other behavioral disturbances - F03.918",,CLN,817,NULL
K31.A0,gastric Intestinal Metaplasia - K31.A0,,BX3,100,NULL
Z93.0,TRACHEOSTOMY STATUS - Z93.0,,CLN,821,NULL
N18.30,CHRONIC KIDNEY DISEASE STAGE 3 UNSPC - N18.30,,CLN,600,NULL
Q93.81,DIGEORGE SYNDROME - Q93.81,,BX3,100,NULL
E75.27,pelizaeus-Merzbacher Disease - E75.27,,CLN,600,NULL
C32.0,MALIGNANT NEOPLASM OF GLOTTIS - C32.0,,CLN,600,NULL
I12.9,HYPERTENSIVE CHRONIC KIDNEY DISEASE - I12.9,,BX3,100,NULL
Q79.60,"EHLERS-DANLOS SYNDROME, UNSPECIFIED - Q79.60",NULL,NULL,NULL,NULL
C31.0,MALIGNANT NEOPLASM OF MAXILLARY SINUS - C31.0,,BX3,100,NULL
K57.32,DIVERTICULITIS OF LARGE INTESTINE - K57.32,,BX3,100,NULL
G80.0,Spastic quadriplegic CP - G80.0,,BX3,100,NULL
G80.2,SPASTIC HEMIPLEGIC CEREBRAL PALSY - G80.2,,CLN,600,NULL
S11.93XD,PUncture wound without foreign body of unspecified part of neck - S11.93XD,,BX3,100,NULL
Z85.830,personal history of malignant neoplasm of the bone - Z85.830,,CLN,600,NULL
M47.16,"OTHER SPONDYLOSIS WITH MYELOPATHY, LUMBAR REGION - M47.16",,CLN,600,NULL
Z97.2,Presense of Dental prosthetic  devices  - Z97.2,,RAD,558,NULL
E66.9,Obesity - E66.9,,CLN,700.2,NULL
Q87.11,PRader willi syndrome - Q87.11,,BX3,100,NULL
C77,- C77 - C77,,BX3,100,NULL
Q31.0,WEB OF LARYNX - Q31.0,,CLN,600,NULL
I69.951,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side - I69.951,,CLN,600,NULL
N18.6,ENd stage renal disease - N18.6,,BX3,100,NULL
F20.9,SCHIZOPHRENIA - F20.9,,CLN,806,NULL
C95.92,"LEUKEMIA, UNSPECIFIED, IN RELAPSE - C95.92",,BX3,100,NULL
I69.351,hemiplegia and hemiparesis following cerebral infarction affecting right dominant side - I69.351,,CLN,834,NULL
V49.50XA,PAssenjer inured in collision with unspecified motor vehicles - V49.50XA,,BX3,100,NULL
J84.112,IDIOPATHIC PULMONARY FIBROSIS - J84.112,,CLN,600,NULL
R05.9,cough unspecified - R05.9,,BX3,100,NULL
Q87.43,MARFANS SYNDROME WITH SKELETAL MANIFESTATIONS - Q87.43,,CLN,600,NULL
C79.51,SECONDARY MALIGNANT NEOPLASM OF Bone - C79.51,,BX3,100,NULL
C79.31,SECONDARY MALIGNANT NEOPLASM OF BRAIN - C79.31,,CLN,600,NULL
K22.0,Achalasia of cardia - K22.0,,BX3,899,NULL
R90.82,"White matter disease, unspecified - R90.82",,CLN,600,NULL
N18.4,CHRONIC KIDNEY DISEASE STAGE 4 - N18.4,,BX3,100,NULL
Q75.01,SCaphocephaly - Q75.01,,BX3,100,NULL
K44.9,Hiatal Hernia - K44.9,,BX3,899,NULL
G81.12,Spastic hemiplegia affecting left dominant side - G81.12,,BX3,100,NULL
C2," - C2",,BX3,100,NULL
G81.04,flaccid hemiplegia affecting left nondominant side - G81.04,,CLN,600,NULL
E08.9,- E08.9 - E08.9,,BX3,100,NULL
G40.803,"OTHER EPILEPSY, INTRACTABLE, WITH STATUS EPILEPTICUS - G40.803",,CLN,600,NULL
Z99.2,DEPENDENCE ON RENAL DIALYSIS - Z99.2,,BX3,100,NULL
I63.50,CEREB INFRC DUE TO UNSP OCCLS OR STENOS OF UNSP CEREB ARTERY - I63.50,,CLN,799,NULL
Z87.820,PERSONAL HISTORY OF TRAUMATIC BRAIN INJURY - Z87.820,,CLN,777,NULL
F43.2,Adjustment disorders - F43.2,,BX3,100,NULL
G90.50,COMPLEX REGIONAL PAIN SYNDROME I - G90.50,,CLN,600,NULL
J96.21,ACUTE AND CHRONIC RESPIRATORY FAILURE WITH HYPOXIA - J96.21,,CLN,779,NULL
I73.89,OTHER SPECIFIED PERIPHERAL VASCULAR DISEASES - I73.89,,BX3,100,NULL
C76.0,"Malignant neoplasm of head, face and neck - C76.0",,CLN,600,NULL
E11.10,TYPE 2 DIABETES MELLITUS WITH ketoacidosis - E11.10,,BX3,100,NULL
G95.9,"DISEASE OF SPINAL CORD, UNSPECIFIED - G95.9",,,0,NULL
I69.953,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side - I69.953,,CLN,600,NULL
I69.151,HEMIPLGA FOL NTRM INTCRBL HEMOR AFF RIGHT DOMINANT SIDE - I69.151,,CLN,751,NULL
I69.051,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side - I69.051,,BX3,100,NULL
C07,MALIGNANT NEOPLASM OF PArotid gland - C07,,BX3,100,NULL
J69.8,PNEUMONItis due to inhalantion of other solids and liquids - J69.8,,BX3,100,NULL
K21.01,GERD WITH ESOPHAGITIS - K21.01,,BX3,100,NULL
K51.90,ULCERATIVE COLITIS - K51.90,,BX3,100,NULL
S12.400D,unspecified displaced fracture of fifth cervical vertebra - S12.400D,,BX3,100,NULL
S06.360A,TRAUMATIC HEMORRHAGE OF CEREBRUM WITHOUT LOSS OF CONSC - S06.360A,,BX3,100,NULL
C49.9,malignant neoplasm of connective and soft tissue - C49.9,,BX3,100,NULL
K75.0,ABCESS OF LIVER - K75.0,,BX3,100,NULL
C39.0,MALIGNANT NEOPLASM OF UPPER RESPIRATORY TRACT - C39.0,,BX3,100,NULL
G21.9,"Secondary Parkinsonism, unspecified - G21.9",,BX3,100,NULL
S22.089D,UNSPEC FRACTURE OF T11-T12 VERTEBRA - S22.089D,,CLN,600,NULL
Z90.02,ACQUIRED ABSENCE OF LARYNX - Z90.02,,CLN,600,NULL
C78.5,Malignant neoplasm of large intestine - C78.5,,BX3,100,NULL
Z86.79,PERSONAL HISTORY OF OTHER diseases of the circulatory system - Z86.79,,BX3,100,NULL
I45.10,- I45.10 - I45.10,,BX3,100,NULL
E76.22,SANFILIPPO SYNDROME - E76.22,,BX3,100,NULL
S06.6X9D,traumatic subarachnoid hemorrhage with loss of consiousness - S06.6X9D,,CLN,600,NULL
M43.24,"FUSION OF SPINE, THORACIC - M43.24",,BX3,100,NULL
I45.81,Long QT SYNDROM - I45.81,,BX3,100,NULL
Q05.4,UNSPECIFIED SPINA BIFIDA WITH HYDROCEPHALUS - Q05.4,,CLN,600,NULL
G82.20,PARAPLEGIA UNSPECIFIED - G82.20,,CLN,600,NULL
S02.92X,fracture of facial bones - S02.92X,,BX3,100,NULL
I62.01,nontraumatic acute subdural hemorrhage - I62.01,,CLN,600,NULL
V49.9XXD,CARE OCCUMENT DRIVER INJURED IN ACCIDENT - V49.9XXD,,BX3,100,NULL
K26.1,ACUTE Duodenal ulcer with performation - K26.1,,BX3,100,NULL
Z94.2,Lung transplant status - Z94.2,,BX3,100,NULL
K56.609,"INTeSTINAL OBST, UNSP AS TO PARTIAL VS COMPLETE - K56.609",,BX3,100,NULL
G80.3,ATHETOID CEREBRAL PALSY - G80.3,,CLN,600,NULL
M86.9,OSTEOMYLITIS - M86.9,,BX3,100,NULL
K70.31,Alcoholic cirrhosis of liver with ascites - K70.31,,BX3,100,NULL
K08.409,"PARTIAL LOSS OF TEETH, UNSPECIFIED CAUSE, UNSPECIFIED CLASS - K08.409",,RAD,558,NULL
K29.70,gastritis without bleeding - K29.70,,BX3,100,NULL
C16.9,malignant neoplasm of stomach - C16.9,,CLN,600,NULL
K63.89,OTHER DISEASES OF INTESTINE - K63.89,,CLN,600,NULL
D37.05,NEOPLASM OF UNCERTAIN BEHAVIOR OF THe pharynx - D37.05,,BX3,100,NULL
K91.2,Short bowel syndrome - K91.2,,BX3,100,NULL
F06.71,NEUROcog disorder with known physiological condition - F06.71,,BX3,100,NULL
I71.8,Aortic aneurysm of unspecified site ruptures - I71.8,,BX3,100,NULL
G10.94,Alcohol use unspecified with mood disorder - G10.94,,BX3,100,NULL
C25.9,MALIGNANT NEOPLASM OF PANCREAS - C25.9,,CLN,600,NULL
S27.31D,"CONTUSION OF LUNG, UNILATERAL, SUBSEQUENT ENCOUNTER - S27.31D",,CLN,600,NULL
G60.9,"HEREDITARY AND IDIOPATHIC NEUROPATHY, UNSPC - G60.9",,BX3,100,NULL
I67.89,Other Cerebrovascular Disease / ACUTE - I67.89,,BX3,100,NULL
Z11.1,ENCOUNTER FOR screening for respiratory tuberculosis - Z11.1,,BX3,100,NULL
A52.3,NEUROsyphillis - A52.3,,BX3,100,NULL
K74.60,UNSPECIFIED Cirrhosis of liver - K74.60,,BX3,100,NULL
F78.A1,SYnGAP1 RELATED INTELLECTUAL DISABILITY - F78.A1,,BX3,100,NULL
Q28.3,OTHER malformations of cerebral vessels - Q28.3,,BX3,100,NULL
G82.54,"Quadriplegia, C5-C7 incomplete - G82.54",,BX3,100,NULL
Z85.028,malignant neoplasm of stomach - Z85.028,,CLN,600,NULL
B95.61,MSSA - B95.61,,BX3,100,NULL
Q07.02,ARNOLD-CHIARI SYNDROME WITH HYDROCELPHALUS - Q07.02,,CLN,600,NULL
A50.9,"CONGENITAL syphilis, unspecified - A50.9",,BX3,100,NULL
G82.51,"Quadriplegia, C1-C4, complete - G82.51",,BX3,100,NULL
S06.300D,TBI without loss of consciousness - S06.300D,,BX3,100,NULL
Q98.9,Mecp2 - Q98.9,,BX3,100,NULL
F07.81,CTE (POSTCONCUSSIONAL SYNDROME) - F07.81,,CLN,600,NULL
S02.40CB,"MAXILLARY FRACTURE, RIGHT SIDE - S02.40CB",,BX3,100,NULL
Z87.891,PERSONAL HISTORY OF NICOTINE DEPENDENCE - Z87.891,,CLN,756,NULL
K56.7,"ILEUS, UNSPECIFIED - K56.7",,CLN,600,NULL
K56.600,PARTIAL intestinal obstruction - K56.600,,BX3,100,NULL
D68.00,VON WILLENBRANDS DISEASE - D68.00,,CLN,600,NULL
S06.2X9S,DIFFUSE TBI WITH LOSS OF CONSCIOUSNESS OF UNSPEC DURATION - S06.2X9S,,CLN,600,NULL
V05.10XD,Pedestrian on foot - V05.10XD,,BX3,100,NULL
Z20.5,CONtact with and suspected exposure to viral hepatitis - Z20.5,,BX3,100,NULL
J98.11,ATALECTASIS - J98.11,,BX3,100,NULL
Z98.0,INTeSTINAL BYPASS AND ANASTOMOSIS STATUS - Z98.0,,BX3,100,NULL
S12.501D,DISplaced fracture of 6th cervical vertebra - S12.501D,,BX3,100,NULL
F03.A2,- F03.A2 - F03.A2,,BX3,100,NULL
I69.220,APHASIA FOLLOWING OTHER NONTRAUMATIC INTRACRANIAL HEMORRHAGE - I69.220,,CLN,714,NULL
G47.63,BRUXISM - G47.63,,BX3,100,NULL
I77.74,DISsection of vertebral artery - I77.74,,BX3,100,NULL
E75.29,OTHER SPHINGOLIPIDOSIS - E75.29,,CLN,600,NULL
Z85.850,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF THYROID - Z85.850,,CLN,600,NULL
Z87.798,PERSONAL HISTORY OF OTHER CONGENITAL MALFORMATION - Z87.798,,BX3,100,NULL
Q27,OTHER malformations of PERIPHERAL VASCULAR SYSTEM - Q27,,BX3,100,NULL
K25.0,gastric ulcer with hemmorhage - K25.0,,CLN,600,NULL
A02.9,SALMONELLA INFECTION - A02.9,,BX3,100,NULL
P00.2,newborn exposed to maternal syphilis - P00.2,,BX3,100,NULL
T31.21,burns involving 20-29% of body - T31.21,,CLN,600,NULL
F90.9,Adhd - F90.9,,BX3,100,NULL
F91.3,Oppositional defiant disorder - F91.3,,BX3,100,NULL
G91.2,(IDIOPATHIC) NORMAL PRESSURE HYDROCEPHALUS - G91.2,,CLN,717,NULL
A08.0,ROTAVIRAL ENERITIS - A08.0,,BX3,100,NULL
P22.1,TRAnsient tachypnea of newborn - P22.1,,BX3,100,NULL
Q75.1,CRaniofacial dysostosis - Q75.1,,BX3,100,NULL
I96,"gaNGRENE, NOT ELSEWHERE CLASSIFIED - I96",,BX3,100,NULL
S00.502A,Orofacial injury - S00.502A,,BX3,100,NULL
M34.1,CREST SYNDROM - M34.1,,BX3,100,NULL
E03.5,MYxedema coma - E03.5,,BX3,100,NULL
F10.19,alcohol abuse with unspecified alcohol induced disorder - F10.19,,BX3,100,NULL
F03.911,"UNSPECIFIED DEMENTIA, UNSPECIFIED SEVERITY, WITH AGITATION - F03.911",,CLN,730,NULL
T31.42,Burns INVOVING 40-49% OF THE BODY SURFACE - T31.42,,BX3,100,NULL
R60.0,LoWER EXTREMITY EDEMA - R60.0,,BX3,100,NULL
E87.01,hypoosmolality and hyponatremia - E87.01,,CLN,600,NULL
G49.A2,"GASTROINTESTINAL STROMAL, TUMOR OF STOMACH - G49.A2",,CLN,600,NULL
I82.C11,ACUTE EMBOLISM AND THROMBOSIS OF RIGHT INTERNAL JUGULAR VEIN - I82.C11,,BX3,100,NULL
C34.90,MALIGNANT NEOPLASM OF UNSP PART OF UNSP BRONCHUS OR LUNG - C34.90,,CLN,774,NULL
F17.200,Current tobacco use - F17.200,,CLN,600,NULL
A30.9,"LEoprosy, unspecified - A30.9",,BX3,100,NULL
S06.6X0D,traumatic subarachnoid hemorrhage without loss of consciousness - S06.6X0D,,CLN,600,NULL
G93.0,CEREBRAL CYSTS - G93.0,,,0,NULL
G23.8,Other specified degenerative diseases of basal ganglia - G23.8,,BX3,100,NULL
C71.0,"MALIGNANT NEOPLASM OF CEREBRUM, EXCEPT LOBES AND VENTRICLES - C71.0",,CLN,600,NULL
F80.81,Childhood fluency disorder - F80.81,,BX3,100,NULL
A53.9,SYphillis - A53.9,,BX3,100,NULL
E24.9,Cushings syndrome - E24.9,,BX3,100,NULL
V09.20XA,TRAFFIC ACCIDENT WITH INJURY - V09.20XA,,BX3,100,NULL
I69.359,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side - I69.359,,CLN,600,NULL
F88,Other disorders of psychological development - F88,,BX3,100,NULL
E07.9,"DISORDER OF THYROID, UNSPECIFIED - E07.9",,CLN,600,NULL
G81.14,Spastic hemiplegia affecting left nondominant side - G81.14,,BX3,100,NULL
M81.90,"HODGKIN LYMPHOMA, UNSPEC, UNSPEC SITE - M81.90",,CLN,600,NULL
I63.49,CEREBRAL INFARCTION DUE TO EMBOLISM OF OTHER CEREBRAL ARTERY - I63.49,,CLN,744,NULL
S06.300S,"UNSPEC FOCAL TBI W/O LOSS OF CONSCIOUSNESS, SEQUELA - S06.300S",,CLN,600,NULL
S12.112B,Odontoid fracture - S12.112B,,BX3,100,NULL
J96.01,ACUTE RESPIRATORY FAILURE WITH HYPOXIA - J96.01,,CLN,790,NULL
F15.10,OTHERstimulant abuse - F15.10,,BX3,100,NULL
Z95.810,PRESENCE OF AUTOMATIC (IMPLANTABLE) CARDIAC DEFIBRILLATOR - Z95.810,NULL,,0,NULL
Z96.3,PRESENCE OF ARTIFICIAL LARYNX - Z96.3,NULL,,0,NULL
Z96.698,PRESENCE OF OTHER ORTHOPEDIC JOINT IMPLANTS - Z96.698,NULL,,0,NULL
Z96.82,PRESENCE OF NEUROSTIMULATOR - Z96.82,NULL,,0,NULL
F32.A,"DEPRESSION, UNSPEC - F32.A",,CLN,600,NULL
Z98.1,ARTHRODESIS STATUS - Z98.1,NULL,,0,NULL
Z98.2,PRESENCE OF CEREBROSPINAL FLUID DRAINAGE DEVICE - Z98.2,NULL,,0,NULL
Z98.890,OTHER SPECIFIED POSTPROCEDURAL STATES - Z98.890,NULL,,0,NULL
Q39.4,ESOPHAGEAL WEB - Q39.4,,CLN,848,NULL
G61.0,GUILLAIN-BARRE SYNDROME - G61.0,NULL,CLN,766,NULL
E83.01,WILSON'S DISEASE - E83.01,NULL,,0,NULL
E84.9,"CYSTIC FIBROSIS, UNSPECIFIED - E84.9",NULL,,0,NULL
B96.5,PSeudomonas as casue of disease - B96.5,,BX3,100,NULL
E88.40,"MITOCHONDRIAL METABOLISM DISORDER, UNSPECIFIED - E88.40",NULL,,0,NULL
I62.03,NONTRAUMATIC CHRONIC SUBDURAL HEMORRHAGE - I62.03,,CLN,600,NULL
T17.400A,aspirate visualized laterally and ap in trachea - T17.400A,,BX3,899,NULL
C45.0,Mesothelioma of pleura - C45.0,,BX3,100,NULL
G82.53,"QUADRIPLEGIA, C5-C7 COMPLETE - G82.53",NULL,CLN,600,NULL
F05,DELIRIUM DUE TO KNOWN PHYSIOLOGICAL CONDITION - F05,NULL,,0,NULL
F06.31,MOOD DISORDER DUE TO KNOWN PHYSIOL COND W DEPRESSV FEATURES - F06.31,NULL,,0,NULL
F06.4,ANXIETY DISORDER DUE TO KNOWN PHYSIOLOGICAL CONDITION - F06.4,NULL,,0,NULL
F06.8,OTH MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITION - F06.8,NULL,,0,NULL
F10.121,ALCOHOL ABUSE WITH INTOXICATION DELIRIUM - F10.121,NULL,,0,NULL
M47.20,OTHER SPONDYLOSIS WITH REDICULOPATHY - M47.20,,CLN,600,NULL
F10.97,"ALCOHOL USE, UNSP WITH ALCOHOL-INDUCED PERSISTING DEMENTIA - F10.97",NULL,,0,NULL
K31.89,OTHER DISEASES OF STOMACH AND DUODENUM - K31.89,,CLN,600,NULL
G31.82,Leighs disease - G31.82,,CLN,600,NULL
C12,MALIGNANT NEOPLASM OF Pyriform sinus - C12,,BX3,100,NULL
F31.31,"BIPOLAR DISORDER, CURRENT EPISODE DEPRESSED, MILD - F31.31",NULL,,0,NULL
F33.9,"MAJOR DEPRESSIVE DISORDER, RECURRENT, UNSPECIFIED - F33.9",NULL,,0,NULL
F34.81,DISRUPTIVE MOOD DYSREGULATION DISORDER - F34.81,NULL,,0,NULL
F41.1,GENERALIZED ANXIETY DISORDER - F41.1,NULL,,0,NULL
I63.30,CEREBRAL INFARCTION DUE TO THOMBOS UNSP CEREBRAL ARTERY - I63.30,NULL,CLN,772,NULL
F43.21,ADJUSTMENT DISORDER WITH DEPRESSED MOOD - F43.21,NULL,,0,NULL
F43.22,ADJUSTMENT DISORDER WITH ANXIETY - F43.22,NULL,,0,NULL
F43.23,ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD - F43.23,NULL,,0,NULL
F44.5,CONVERSION DISORDER WITH SEIZURES OR CONVULSIONS - F44.5,NULL,,0,NULL
F44.9,"DISSOCIATIVE AND CONVERSION DISORDER, UNSPECIFIED - F44.9",NULL,,0,NULL
F48.2,PSEUDOBULBAR AFFECT - F48.2,NULL,,0,NULL
F63.81,INTERMITTENT EXPLOSIVE DISORDER - F63.81,NULL,,0,NULL
F72,SEVERE INTELLECTUAL DISABILITIES - F72,NULL,CLN,727,NULL
F73,PROFOUND INTELLECTUAL DISABILITIES - F73,NULL,CLN,749,NULL
Z85.038,PERSONAL HISTORY OF OTHER MALIGNANT NEO OF LRGE INTESTINE - Z85.038,,BX3,100,NULL
F80.0,PHONOLOGICAL DISORDER - F80.0,NULL,,0,NULL
F80.1,EXPRESSIVE LANGUAGE DISORDER - F80.1,NULL,,0,NULL
F80.2,MIXED RECEPTIVE-EXPRESSIVE LANGUAGE DISORDER - F80.2,NULL,,0,NULL
F80.89,OTHER DEVELOPMENTAL DISORDERS OF SPEECH AND LANGUAGE - F80.89,NULL,,0,NULL
F80.9,"DEVELOPMENTAL DISORDER OF SPEECH AND LANGUAGE, UNSPECIFIED - F80.9",NULL,,0,NULL
F82,SPECIFIC DEVELOPMENTAL DISORDER OF MOTOR FUNCTION - F82,NULL,CLN,600,NULL
F84.2,RETT'S SYNDROME - F84.2,NULL,CLN,600,NULL
F84.3,OTHER CHILDHOOD DISINTEGRATIVE DISORDER - F84.3,NULL,,0,NULL
F84.5,ASPERGER'S SYNDROME - F84.5,NULL,CLN,600,NULL
F84.8,OTHER PERVASIVE DEVELOPMENTAL DISORDERS - F84.8,NULL,,0,NULL
F84.9,"PERVASIVE DEVELOPMENTAL DISORDER, UNSPECIFIED - F84.9",NULL,,0,NULL
F95.2,TOURETTE'S DISORDER - F95.2,NULL,,0,NULL
F98.8,OTH BEHAV/EMOTN DISORD W ONSET USLY OCCUR IN CHLDHD AND ADOL - F98.8,NULL,,0,NULL
G04.01,POSTINFECT ACUTE DISSEM ENCEPHALITIS AND ENCEPHALOMYELITIS - G04.01,NULL,,0,NULL
G04.30,"ACUTE NECROTIZING HEMORRHAGIC ENCEPHALOPATHY, UNSPECIFIED - G04.30",NULL,,0,NULL
G04.31,POSTINFECTIOUS ACUTE NECROTIZING HEMORRHAGIC ENCEPHALOPATHY - G04.31,NULL,,0,NULL
G04.81,OTHER ENCEPHALITIS AND ENCEPHALOMYELITIS - G04.81,NULL,,0,NULL
G04.90,"ENCEPHALITIS AND ENCEPHALOMYELITIS, UNSPECIFIED - G04.90",NULL,,0,NULL
F10.229,"ALCOHOL DEPENDENCE WITH INTOXICATION, UNSPC - F10.229",,CLN,600,NULL
G11.2,LATE-ONSET CEREBELLAR ATAXIA - G11.2,NULL,,0,NULL
G11.3,CEREBELLAR ATAXIA WITH DEFECTIVE DNA REPAIR - G11.3,NULL,,0,NULL
G11.4,HEREDITARY SPASTIC PARAPLEGIA - G11.4,NULL,,0,NULL
G11.8,OTHER HEREDITARY ATAXIAS - G11.8,NULL,,0,NULL
G11.9,"HEREDITARY ATAXIA, UNSPECIFIED - G11.9",NULL,,0,NULL
G12.0,"INFANTILE SPINAL MUSCULAR ATROPHY, TYPE I [WERDNIG-HOFFMAN] - G12.0",NULL,,0,NULL
G12.1,OTHER INHERITED SPINAL MUSCULAR ATROPHY - G12.1,NULL,,0,NULL
G25.82,STIFF-MAN SYNDROME - G25.82,,,0,NULL
G12.22,PROGRESSIVE BULBAR PALSY - G12.22,NULL,,0,NULL
G12.23,PRIMARY LATERAL SCLEROSIS - G12.23,NULL,,0,NULL
G12.25,PROGRESSIVE SPINAL MUSCLE ATROPHY - G12.25,NULL,,0,NULL
G12.9,"SPINAL MUSCULAR ATROPHY, UNSPECIFIED - G12.9",NULL,,0,NULL
R09.89,GLOBUS OR FOOD OR PILLS GETTING STUCK - R09.89,,CLN,699,NULL
Q38.0,CONGENITAL MALFORMATION of lips - Q38.0,,BX3,100,NULL
G21.0,MALIGNANT NEUROLEPTIC SYNDROME - G21.0,NULL,,0,NULL
G21.11,NEUROLEPTIC INDUCED PARKINSONISM - G21.11,NULL,,0,NULL
G21.3,POSTENCEPHALITIC PARKINSONISM - G21.3,NULL,,0,NULL
G21.4,VASCULAR PARKINSONISM - G21.4,NULL,,0,NULL
Z87.828,PERSONAL HISTORY OF OTHER physical injury and trauma - Z87.828,,BX3,100,NULL
S02.609B,"FRACTURE OF MANDIBLE, UNSPEC - S02.609B",,CLN,600,NULL
I69.222,DYSARTHRIA FOLLOWING OTH NONTRAUMATIC INTCRN HEMORRHAGE - I69.222,NULL,CLN,703,NULL
G24.02,DRUG INDUCED ACUTE DYSTONIA - G24.02,NULL,,0,NULL
G24.1,GENETIC TORSION DYSTONIA - G24.1,NULL,,0,NULL
G24.4,IDIOPATHIC OROFACIAL DYSTONIA - G24.4,NULL,,0,NULL
G24.5,BLEPHAROSPASM - G24.5,NULL,,0,NULL
G24.8,OTHER DYSTONIA - G24.8,NULL,CLN,600,NULL
G24.9,"DYSTONIA, UNSPECIFIED - G24.9",NULL,CLN,600,NULL
G25.0,ESSENTIAL TREMOR - G25.0,NULL,CLN,767,NULL
G25.3,MYOCLONUS - G25.3,NULL,,0,NULL
G25.5,OTHER CHOREA - G25.5,NULL,,0,NULL
G25.70,"DRUG INDUCED MOVEMENT DISORDER, UNSPECIFIED - G25.70",NULL,,0,NULL
G30.0,ALZHEIMER'S DISEASE WITH EARLY ONSET - G30.0,NULL,,0,NULL
G30.1,ALZHEIMER'S DISEASE WITH LATE ONSET - G30.1,NULL,CLN,600,NULL
G31.01,PICK'S DISEASE - G31.01,NULL,,0,NULL
G31.1,"SENILE DEGENERATION OF BRAIN, NOT ELSEWHERE CLASSIFIED - G31.1",NULL,CLN,600,NULL
G31.2,DEGENERATION OF NERVOUS SYSTEM DUE TO ALCOHOL - G31.2,NULL,,0,NULL
G31.85,CORTICOBASAL DEGENERATION - G31.85,NULL,,0,NULL
G36.0,NEUROMYELITIS OPTICA [DEVIC] - G36.0,NULL,,0,NULL
G37.3,ACUTE TRANSVERSE MYELITIS IN DEMYELINATING DISEASE OF CNSL - G37.3,NULL,,0,NULL
G37.9,"DEMYELINATING DISEASE OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED - G37.9",NULL,,0,NULL
G40.001,"LOCAL-REL IDIO EPI W SEIZ OF LOC ONST, NOT NTRCT, W STAT EPI - G40.001",NULL,,0,NULL
G40.101,"LOCAL-REL SYMPTC EPI W SIMP PART SEIZ, NOT NTRCT, W STAT EPI - G40.101",NULL,,0,NULL
G40.109,"LOCAL-REL SYMPTC EPI W SIMP PRT SEIZ,NOT NTRCT, W/O STAT EPI - G40.109",NULL,,0,NULL
G40.119,"LOCAL-REL SYMPTC EPI W SIMPLE PART SEIZ, NTRCT, W/O STAT EPI - G40.119",NULL,,0,NULL
